"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)",Raridade,"Cor (C D O E Y F R G L M P W)",Extras,"Card #",Comentario,"# Cards na Edicao"
,Alpha,ALPH,,"Dalcean Phalanx",,,,EX,E,,ALPH-0080,,
,Alpha,ALPH,,"Daperyll Vampire",,,,EX,A,,ALPH-0081,,
,Alpha,ALPH,,"Dark Tower",,,,O,A,,ALPH-0082,,
,Alpha,ALPH,,"Dark Tower (Preconstructed Deck)",,,,O,A,,ALPH-0425,,
,Alpha,ALPH,,"Dead of Night Demon",,,,O,A,,ALPH-0083,,
,Alpha,ALPH,,"Dead of Night Demon (Preconstructed Deck)",,,,O,A,,ALPH-0426,,
,Alpha,ALPH,,"Death Dealer",,,,UN,F,,ALPH-0084,,
,Alpha,ALPH,,Deathspeaker,,,,EL,0,,ALPH-0085,,
,Alpha,ALPH,,"Deep-Sea Mermaids",,,,O,W,,ALPH-0086,,
,Alpha,ALPH,,"Deep-Sea Mermaids (Preconstructed Deck)",,,,O,W,,ALPH-0427,,
,Alpha,ALPH,,"Devil's Egg",,,,EL,0,,ALPH-0087,,
,Alpha,ALPH,,"Devil's Egg (Preconstructed Deck)",,,,EL,0,,ALPH-0428,,
,Alpha,ALPH,,"Diluvian Kraken",,,,EL,W,,ALPH-0088,,
,Alpha,ALPH,,"Diluvian Kraken (Preconstructed Deck)",,,,EL,W,,ALPH-0429,,
,Alpha,ALPH,,Disenchant,,,,O,A,,ALPH-0089,,
,Alpha,ALPH,,Disintegrate,,,,EL,F,,ALPH-0090,,
,Alpha,ALPH,,Dispel,,,,O,E,,ALPH-0091,,
,Alpha,ALPH,,"Divine Healing",,,,EX,E,,ALPH-0092,,
,Alpha,ALPH,,"Dodge Roll",,,,EX,W,,ALPH-0093,,
,Alpha,ALPH,,"Dodge Roll (Preconstructed Deck)",,,,EX,W,,ALPH-0430,,
,Alpha,ALPH,,"Dome of Osiros",,,,UN,0,,ALPH-0094,,
,Alpha,ALPH,,"Donnybrook Inn",,,,UN,0,,ALPH-0095,,
,Alpha,ALPH,,"Doomsday Device",,,,UN,0,,ALPH-0096,,
,Alpha,ALPH,,"Doomsday Device (Preconstructed Deck)",,,,UN,0,,ALPH-0431,,
,Alpha,ALPH,,"Doomsday Prophet",,,,UN,F,,ALPH-0097,,
,Alpha,ALPH,,"Doomsday Prophet (Preconstructed Deck)",,,,UN,F,,ALPH-0432,,
,Alpha,ALPH,,Dream-Quest,,,,UN,A,,ALPH-0098,,
,Alpha,ALPH,,Drought,,,,EX,F,,ALPH-0099,,
,Alpha,ALPH,,Drown,,,,O,W,,ALPH-0100,,
,Alpha,ALPH,,"Drown (Preconstructed Deck)",,,,O,W,,ALPH-0433,,
,Alpha,ALPH,,"Drums of Doom",,,,EL,0,,ALPH-0101,,
,Alpha,ALPH,,"Drums of Doom (Preconstructed Deck)",,,,EL,0,,ALPH-0434,,
,Alpha,ALPH,,"Dwarven Digging Team",,,,EX,E,,ALPH-0102,,
,Alpha,ALPH,,"Dwarven Forge",,,,EL,F,,ALPH-0103,,
,Alpha,ALPH,,Earthquake,,,,EL,E,,ALPH-0104,,
,Alpha,ALPH,,"Earthquake (Preconstructed Deck)",,,,EL,E,,ALPH-0435,,
,Alpha,ALPH,,"East-West Dragon",,,,EL,A,,ALPH-0105,,
,Alpha,ALPH,,"Edge of the World",,,,EL,0,,ALPH-0106,,
,Alpha,ALPH,,Elementalist,,,,EL,0,,ALPH-0107,,
,Alpha,ALPH,,Enchantress,,,,EL,0,,ALPH-0108,,
,Alpha,ALPH,,"Entangle Terrain",,,,O,E,,ALPH-0109,,
,Alpha,ALPH,,"Entangle Terrain (Preconstructed Deck)",,,,O,E,,ALPH-0436,,
,Alpha,ALPH,,"Erik's Curiosa",,,,UN,0,,ALPH-0110,,
,Alpha,ALPH,,"Escyllion Cyclops",,,,EX,F,,ALPH-0111,,
,Alpha,ALPH,,"Evil Presence",,,,EX,A,,ALPH-0112,,
,Alpha,ALPH,,Exorcism,,,,O,E,,ALPH-0113,,
,Alpha,ALPH,,Extinguish,,,,O,W,,ALPH-0114,,
,Alpha,ALPH,,Fade,,,,O,A,,ALPH-0115,,
,Alpha,ALPH,,"Far East Assassin",,,,EL,F,,ALPH-0116,,
,Alpha,ALPH,,"Felbog Frog Men",,,,EX,W,,ALPH-0117,,
,Alpha,ALPH,,"Fenvale Muse",,,,O,W,,ALPH-0118,,
,Alpha,ALPH,,"Fey Changeling",,,,EX,W,,ALPH-0119,,
,Alpha,ALPH,,"Fire Harpoons!",,,,O,W,,ALPH-0120,,
,Alpha,ALPH,,Fireball,,,,EX,F,,ALPH-0121,,
,Alpha,ALPH,,"Fireball (Preconstructed Deck)",,,,EX,F,,ALPH-0437,,
,Alpha,ALPH,,Firebolts,,,,O,F,,ALPH-0122,,
,Alpha,ALPH,,"Firebolts (Preconstructed Deck)",,,,O,F,,ALPH-0438,,
,Alpha,ALPH,,"Flame Wave",,,,EL,F,,ALPH-0123,,
,Alpha,ALPH,,"Flaming Sword",,,,EX,0,,ALPH-0124,,
,Alpha,ALPH,,"Flanking Maneuver",,,,EX,A,,ALPH-0125,,
,Alpha,ALPH,,Flood,,,,EX,W,,ALPH-0126,,
,Alpha,ALPH,,"Flood (Preconstructed Deck)",,,,EX,W,,ALPH-0439,,
,Alpha,ALPH,,Floodplain,,,,EX,W,,ALPH-0127,,
,Alpha,ALPH,,"Floodplain (Preconstructed Deck)",,,,EX,W,,ALPH-0440,,
,Alpha,ALPH,,"Font of Life",,,,EX,W,,ALPH-0128,,
,Alpha,ALPH,,"Foot Soldier (1) (Box Topper)",,,,O,0,,ALPH-0538,,
,Alpha,ALPH,,"Foot Soldier (2) (Box Topper)",,,,O,0,,ALPH-0539,,
,Alpha,ALPH,,"Foot Soldier (3) (Box Topper)",,,,O,0,,ALPH-0540,,
,Alpha,ALPH,,"Free City",,,,EX,0,,ALPH-0129,,
,Alpha,ALPH,,"Frog (Blue) (Box Topper)",,,,O,0,,ALPH-0541,,
,Alpha,ALPH,,"Frog (Green) (Box Topper)",,,,O,0,,ALPH-0542,,
,Alpha,ALPH,,"Frog (Red) (Box Topper)",,,,O,0,,ALPH-0543,,
,Alpha,ALPH,,"Frontier Settlers",,,,EX,E,,ALPH-0130,,
,Alpha,ALPH,,"Frontier Settlers (Preconstructed Deck)",,,,EX,E,,ALPH-0441,,
,Alpha,ALPH,,"Frost Nova",,,,EX,W,,ALPH-0131,,
,Alpha,ALPH,,"Frost Nova (Preconstructed Deck)",,,,EX,W,,ALPH-0442,,
,Alpha,ALPH,,Geyser,,,,EX,W,,ALPH-0132,,
,Alpha,ALPH,,"Ghost Ship",,,,EL,W,,ALPH-0133,,
,Alpha,ALPH,,"Giant Shark",,,,EX,W,,ALPH-0134,,
,Alpha,ALPH,,Gigantism,,,,UN,E,,ALPH-0135,,
,Alpha,ALPH,,"Gilded Aegis",,,,UN,0,,ALPH-0136,,
,Alpha,ALPH,,"Gneissgnath Gnomes",,,,EX,E,,ALPH-0137,,
,Alpha,ALPH,,"Gnome Hollows",,,,EX,E,,ALPH-0138,,
,Alpha,ALPH,,"Gothic Tower",,,,O,A,,ALPH-0139,,
,Alpha,ALPH,,"Gothic Tower (Preconstructed Deck)",,,,O,A,,ALPH-0443,,
,Alpha,ALPH,,"Grandmaster Wizard",,,,EL,A,,ALPH-0140,,
,Alpha,ALPH,,"Grandmaster Wizard (Preconstructed Deck)",,,,EL,A,,ALPH-0444,,
,Alpha,ALPH,,"Grapple Shot",,,,O,A,,ALPH-0141,,
,Alpha,ALPH,,"Great Old One",,,,UN,W,,ALPH-0142,,
,Alpha,ALPH,,"Great Wall",,,,UN,0,,ALPH-0143,,
,Alpha,ALPH,,"Grey Wolves",,,,O,E,,ALPH-0144,,
,Alpha,ALPH,,"Grim Reaper",,,,UN,A,,ALPH-0145,,
,Alpha,ALPH,,"Grosse Poltergeist",,,,EL,F,,ALPH-0146,,
,Alpha,ALPH,,"Guile Sirens",,,,EX,W,,ALPH-0147,,
,Alpha,ALPH,,"Guile Sirens (Pledge Pack)",,,,EX,W,,ALPH-0533,,
,Alpha,ALPH,,"Guile Sirens (Preconstructed Deck)",,,,EX,W,,ALPH-0445,,
,Alpha,ALPH,,"Gyre Hippogriffs",,,,EX,A,,ALPH-0148,,
,Alpha,ALPH,,"Gyre Hippogriffs (Preconstructed Deck)",,,,EX,A,,ALPH-0446,,
,Alpha,ALPH,,"Haast Eagle",,,,EX,A,,ALPH-0149,,
,Alpha,ALPH,,"Headless Haunt",,,,EX,A,,ALPH-0150,,
,Alpha,ALPH,,"Headless Haunt (Preconstructed Deck)",,,,EX,A,,ALPH-0447,,
,Alpha,ALPH,,"Heat Ray",,,,O,F,,ALPH-0151,,
,Alpha,ALPH,,"Heat Ray (Preconstructed Deck)",,,,O,F,,ALPH-0448,,
,Alpha,ALPH,,"Highland Clansmen",,,,O,A,,ALPH-0152,,
,Alpha,ALPH,,"Highland Falconer",,,,EL,A,,ALPH-0153,,
,Alpha,ALPH,,"Highland Princess",,,,UN,A,,ALPH-0154,,
,Alpha,ALPH,,"Hillock Basilisk",,,,EX,F,,ALPH-0155,,
,Alpha,ALPH,,"Hillock Basilisk (Preconstructed Deck)",,,,EX,F,,ALPH-0449,,
,Alpha,ALPH,,"Holy Ground",,,,EX,E,,ALPH-0156,,
,Alpha,ALPH,,"Holy Ground (Preconstructed Deck)",,,,EX,E,,ALPH-0450,,
,Alpha,ALPH,,"Hounds of Ondaros",,,,EL,A,,ALPH-0157,,
,Alpha,ALPH,,"House Arn Bannerman",,,,EX,E,,ALPH-0158,,
,Alpha,ALPH,,"House Arn Bannerman (Preconstructed Deck)",,,,EX,E,,ALPH-0451,,
,Alpha,ALPH,,"Humble Village",,,,O,E,,ALPH-0159,,
,Alpha,ALPH,,"Humble Village (Preconstructed Deck)",,,,O,E,,ALPH-0452,,
,Alpha,ALPH,,"Ice Lance",,,,O,W,,ALPH-0160,,
,Alpha,ALPH,,"Ice Lance (Preconstructed Deck)",,,,O,W,,ALPH-0453,,
,Alpha,ALPH,,Iceberg,,,,EX,W,,ALPH-0161,,
,Alpha,ALPH,,Immolation,,,,UN,F,,ALPH-0162,,
,Alpha,ALPH,,"Imperial Road",,,,EL,0,,ALPH-0163,,
,Alpha,ALPH,,Incinerate,,,,O,F,,ALPH-0164,,
,Alpha,ALPH,,"Incinerate (Preconstructed Deck)",,,,O,F,,ALPH-0454,,
,Alpha,ALPH,,"Infernal Legion",,,,EL,F,,ALPH-0165,,
,Alpha,ALPH,,"Infernal Legion (Preconstructed Deck)",,,,EL,F,,ALPH-0455,,
,Alpha,ALPH,,Infiltrate,,,,EL,F,,ALPH-0166,,
,Alpha,ALPH,,"Iron Shackles",,,,EX,0,,ALPH-0167,,
,Alpha,ALPH,,"Island Leviathan",,,,EL,W,,ALPH-0168,,
,Alpha,ALPH,,"Island Leviathan (Preconstructed Deck)",,,,EL,W,,ALPH-0456,,
,Alpha,ALPH,,"Karkemish Chimera",,,,EL,F,,ALPH-0169,,
,Alpha,ALPH,,"King of the Realm",,,,UN,E,,ALPH-0170,,
,Alpha,ALPH,,"King of the Realm (Preconstructed Deck)",,,,UN,E,,ALPH-0457,,
,Alpha,ALPH,,"Kingdom of Agartha",,,,UN,E,,ALPH-0171,,
,Alpha,ALPH,,"Kite Archer",,,,EX,A,,ALPH-0172,,
,Alpha,ALPH,,"Kite Archer (Preconstructed Deck)",,,,EX,A,,ALPH-0458,,
,Alpha,ALPH,,"Kythera Mechanism",,,,UN,0,,ALPH-0173,,
,Alpha,ALPH,,"Land Deed",,,,EL,0,,ALPH-0174,,
,Alpha,ALPH,,"Land Surveyor",,,,O,E,,ALPH-0175,,
,Alpha,ALPH,,"Land Surveyor (Preconstructed Deck)",,,,O,E,,ALPH-0459,,
,Alpha,ALPH,,"Lava Salamander",,,,EX,F,,ALPH-0176,,
,Alpha,ALPH,,"Leap Attack",,,,EX,F,,ALPH-0177,,
,Alpha,ALPH,,Lighthouse,,,,EX,0,,ALPH-0178,,
,Alpha,ALPH,,"Lightning Bolt",,,,O,A,,ALPH-0179,,
,Alpha,ALPH,,"Lightning Bolt (Preconstructed Deck)",,,,O,A,,ALPH-0460,,
,Alpha,ALPH,,"Lone Tower",,,,O,A,,ALPH-0180,,
,Alpha,ALPH,,"Lone Tower (Preconstructed Deck)",,,,O,A,,ALPH-0461,,
,Alpha,ALPH,,"Lord of the Void",,,,UN,A,,ALPH-0182,,
,Alpha,ALPH,,"Lord of Unland",,,,UN,W,,ALPH-0181,,
,Alpha,ALPH,,"Lucky Charm",,,,EX,0,,ALPH-0183,,
,Alpha,ALPH,,"Mad Dash",,,,O,F,,ALPH-0184,,
,Alpha,ALPH,,"Maddening Bells",,,,EL,0,,ALPH-0185,,
,Alpha,ALPH,,Maelstrom,,,,UN,W,,ALPH-0186,,
,Alpha,ALPH,,"Maelstrom (Preconstructed Deck)",,,,UN,W,,ALPH-0462,,
,Alpha,ALPH,,"Mage Slayer",,,,O,E,,ALPH-0187,,
,Alpha,ALPH,,"Magellan Globe",,,,EL,0,,ALPH-0188,,
,Alpha,ALPH,,"Magnetic Muzzle",,,,EL,0,,ALPH-0189,,
,Alpha,ALPH,,"Major Explosion",,,,EL,F,,ALPH-0190,,
,Alpha,ALPH,,"Major Explosion (Preconstructed Deck)",,,,EL,F,,ALPH-0463,,
,Alpha,ALPH,,"Marine Voyage",,,,EX,W,,ALPH-0191,,
,Alpha,ALPH,,"Marine Voyage (Preconstructed Deck)",,,,EX,W,,ALPH-0464,,
,Alpha,ALPH,,"Mariner's Curse",,,,EX,W,,ALPH-0192,,
,Alpha,ALPH,,"Mask of Mayhem",,,,EL,0,,ALPH-0193,,
,Alpha,ALPH,,"Master Tracker",,,,EL,E,,ALPH-0194,,
,Alpha,ALPH,,"Maze Minotaur",,,,EL,F,,ALPH-0195,,
,Alpha,ALPH,,Megamoeba,,,,EL,W,,ALPH-0196,,
,Alpha,ALPH,,"Megamoeba (Preconstructed Deck)",,,,EL,W,,ALPH-0465,,
,Alpha,ALPH,,"Men of Leng",,,,O,A,,ALPH-0197,,
,Alpha,ALPH,,"Meteor Shower",,,,EL,F,,ALPH-0198,,
,Alpha,ALPH,,"Midland Army",,,,UN,E,,ALPH-0199,,
,Alpha,ALPH,,"Midland Army (Preconstructed Deck)",,,,UN,E,,ALPH-0466,,
,Alpha,ALPH,,"Midnight Rogue",,,,O,A,,ALPH-0200,,
,Alpha,ALPH,,"Midnight Rogue (Preconstructed Deck)",,,,O,A,,ALPH-0467,,
,Alpha,ALPH,,"Minecart Madness",,,,EX,E,,ALPH-0201,,
,Alpha,ALPH,,"Minor Explosion",,,,O,F,,ALPH-0202,,
,Alpha,ALPH,,"Minor Explosion (Preconstructed Deck)",,,,O,F,,ALPH-0468,,
,Alpha,ALPH,,"Miracle Workers",,,,O,E,,ALPH-0203,,
,Alpha,ALPH,,Mirage,,,,EL,F,,ALPH-0204,,
,Alpha,ALPH,,"Mirror Realm",,,,UN,0,,ALPH-0205,,
,Alpha,ALPH,,"Mix Aer",,,,EL,0,,ALPH-0206,,
,Alpha,ALPH,,"Mix Aqua",,,,EL,0,,ALPH-0207,,
,Alpha,ALPH,,"Mix Ignis",,,,EL,0,,ALPH-0208,,
,Alpha,ALPH,,"Mix Terra",,,,EL,0,,ALPH-0209,,
,Alpha,ALPH,,"Monastery Gargoyle",,,,EX,E,,ALPH-0210,,
,Alpha,ALPH,,"Monster Hunter",,,,EX,E,,ALPH-0211,,
,Alpha,ALPH,,"Moon Clan Werewolf",,,,EX,A,,ALPH-0212,,
,Alpha,ALPH,,"Mordric Druids",,,,EL,E,,ALPH-0213,,
,Alpha,ALPH,,Mortality,,,,O,A,,ALPH-0214,,
,Alpha,ALPH,,"Mother Nature",,,,UN,W,,ALPH-0215,,
,Alpha,ALPH,,"Mother Nature (Preconstructed Deck)",,,,UN,W,,ALPH-0469,,
,Alpha,ALPH,,"Mountain Giant",,,,EL,E,,ALPH-0216,,
,Alpha,ALPH,,"Mountain Giant (Preconstructed Deck)",,,,EL,E,,ALPH-0470,,
,Alpha,ALPH,,"Mountain Pass",,,,EX,A,,ALPH-0217,,
,Alpha,ALPH,,"Mountain Pass (Preconstructed Deck)",,,,EX,A,,ALPH-0471,,
,Alpha,ALPH,,"Muck Lampreys",,,,O,W,,ALPH-0218,,
,Alpha,ALPH,,Mudflow,,,,EX,0,,ALPH-0219,,
,Alpha,ALPH,,Nightmare,,,,EL,A,,ALPH-0220,,
,Alpha,ALPH,,"Nightmare (Preconstructed Deck)",,,,EL,A,,ALPH-0472,,
,Alpha,ALPH,,"Nimbus Jinn",,,,EL,A,,ALPH-0221,,
,Alpha,ALPH,,"Nimbus Jinn (Preconstructed Deck)",,,,EL,A,,ALPH-0473,,
,Alpha,ALPH,,Oasis,,,,EX,0,,ALPH-0222,,
,Alpha,ALPH,,Observatory,,,,EL,A,,ALPH-0223,,
,Alpha,ALPH,,"Observatory (Preconstructed Deck)",,,,EL,A,,ALPH-0474,,
,Alpha,ALPH,,"Occult Ritual",,,,UN,A,,ALPH-0224,,
,Alpha,ALPH,,"Occult Ritual (Pledge Pack)",,,,UN,A,,ALPH-0534,,
,Alpha,ALPH,,"Ogre Goons",,,,O,F,,ALPH-0225,,
,Alpha,ALPH,,"Ogre Goons (Preconstructed Deck)",,,,O,F,,ALPH-0475,,
,Alpha,ALPH,,"Old Salt Anchorman",,,,O,W,,ALPH-0226,,
,Alpha,ALPH,,"Onyx Core",,,,UN,0,,ALPH-0227,,
,Alpha,ALPH,,"Orb of Ba'al Berith",,,,UN,0,,ALPH-0228,,
,Alpha,ALPH,,"Ormund Harpooneers",,,,EX,W,,ALPH-0229,,
,Alpha,ALPH,,"Outback Strider",,,,EX,F,,ALPH-0230,,
,Alpha,ALPH,,Overpower,,,,O,E,,ALPH-0231,,
,Alpha,ALPH,,"Overpower (Preconstructed Deck)",,,,O,E,,ALPH-0476,,
,Alpha,ALPH,,"Pact with the Devil",,,,UN,F,,ALPH-0232,,
,Alpha,ALPH,,"Palliburrie Bats",,,,O,A,,ALPH-0233,,
